zone_id	image_id	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	url_image_full	image_filename	image_width_px	image_height_px
2010	891	JJ098	203	95r	95r	1	AI	2	3370	3990	2879	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqf32xp2ru32/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqf32xp2ru32/full/1200,/0/default.jpg	3992	6373
2011	892	JJ098	204	95v	95v	2	AF	5	39	3850	2014	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyibqe6xjmar/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyibqe6xjmar/full/1200,/0/default.jpg	3856	6405
2012	892	JJ098	204	95v	95v	0	AC	5	1987	3849	4295	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyibqe6xjmar/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyibqe6xjmar/full/1200,/0/default.jpg	3856	6405
2013	893	JJ098	205	96r	96r	0	AC	0	80	3992	1577	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhzbv4geq156/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhzbv4geq156/full/1200,/0/default.jpg	3992	6373
2014	893	JJ098	205	96r	96r	0	AC	1	1643	3991	1462	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhzbv4geq156/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhzbv4geq156/full/1200,/0/default.jpg	3992	6373
2015	893	JJ098	205	96r	96r	0	AC	2	3091	3990	3192	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhzbv4geq156/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhzbv4geq156/full/1200,/0/default.jpg	3992	6373
2016	894	JJ098	206	96v	96v	0	AC	2	41	3851	2718	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v574u9wpdynw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v574u9wpdynw/full/1200,/0/default.jpg	3856	6405
2017	894	JJ098	206	96v	96v	0	AC	6	2710	3846	3577	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v574u9wpdynw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v574u9wpdynw/full/1200,/0/default.jpg	3856	6405
2018	895	JJ098	207	97r	97r	0	AC	2	70	3990	2448	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vadbgbu3mlll/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vadbgbu3mlll/full/1200,/0/default.jpg	3992	6373
2019	895	JJ098	207	97r	97r	0	AC	1	2493	3991	3802	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vadbgbu3mlll/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vadbgbu3mlll/full/1200,/0/default.jpg	3992	6373
2020	896	JJ098	208	97v	97v	0	AC	0	32	1200	895	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxgqdvgf0nk8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxgqdvgf0nk8/full/1200,/0/default.jpg	1200	1984
2021	896	JJ098	208	97v	97v	0	AC	0	918	1199	694	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxgqdvgf0nk8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxgqdvgf0nk8/full/1200,/0/default.jpg	1200	1984
2022	896	JJ098	208	97v	97v	1	AI	1	1599	1197	344	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxgqdvgf0nk8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxgqdvgf0nk8/full/1200,/0/default.jpg	1200	1984
2023	897	JJ098	209	98r	98r	2	AF	0	56	3944	2651	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsfio4wnrsx5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsfio4wnrsx5/full/1200,/0/default.jpg	3952	6373
2024	897	JJ098	209	98r	98r	1	AI	0	2702	3952	3588	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsfio4wnrsx5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsfio4wnrsx5/full/1200,/0/default.jpg	3952	6373
2025	898	JJ098	210	98v	98v	2	AF	0	105	3884	1011	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ehxh3j2ogj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ehxh3j2ogj/full/1200,/0/default.jpg	3888	6429
2026	898	JJ098	210	98v	98v	0	AC	0	1066	3888	1339	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ehxh3j2ogj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ehxh3j2ogj/full/1200,/0/default.jpg	3888	6429
2027	898	JJ098	210	98v	98v	0	AC	7	2240	3879	4039	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ehxh3j2ogj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ehxh3j2ogj/full/1200,/0/default.jpg	3888	6429
2028	899	JJ098	211	99r	99r	0	AC	0	49	3945	2800	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vftew8fjtnc8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vftew8fjtnc8/full/1200,/0/default.jpg	3952	6373
2029	899	JJ098	211	99r	99r	0	AC	0	2817	3952	3498	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vftew8fjtnc8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vftew8fjtnc8/full/1200,/0/default.jpg	3952	6373
2030	900	JJ098	212	99v	99v	0	AC	0	108	3887	3923	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v61d2o5vmay0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v61d2o5vmay0/full/1200,/0/default.jpg	3888	6429
2031	900	JJ098	212	99v	99v	1	AI	0	3929	3886	2352	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v61d2o5vmay0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v61d2o5vmay0/full/1200,/0/default.jpg	3888	6429
2032	901	JJ098	213	100r	100r	3	AM	0	75	3946	6198	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsvivekku4zo/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsvivekku4zo/full/1200,/0/default.jpg	3952	6373
2033	902	JJ098	214	100v	100v	2	AF	17	60	3870	6221	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjvxyfrmrzts/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjvxyfrmrzts/full/1200,/0/default.jpg	3888	6429
2034	903	JJ098	215	101r	101r	0	AC	1	58	3912	6256	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdvhiq4tp4lk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdvhiq4tp4lk/full/1200,/0/default.jpg	3912	6373
2035	904	JJ098	216	101v	101v	0	AC	18	28	1180	1895	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vngz81uc1jvx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vngz81uc1jvx/full/1200,/0/default.jpg	1200	1956
2036	905	JJ098	217	102r	102r	0	AC	3	44	3944	6268	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguc7h47axk6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguc7h47axk6/full/1200,/0/default.jpg	3952	6373
2037	906	JJ098	218	102v	102v	0	AC	21	84	3918	3936	https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve2xjwmoh7by/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve2xjwmoh7by/full/1200,/0/default.jpg	3944	6429
2038	906	JJ098	218	102v	102v	1	AI	37	3960	3903	2340	https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve2xjwmoh7by/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve2xjwmoh7by/full/1200,/0/default.jpg	3944	6429
2039	907	JJ098	219	103r	103r	2	AF	0	77	3895	3316	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6j01w1ksy0m/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6j01w1ksy0m/full/1200,/0/default.jpg	3896	6357
2040	907	JJ098	219	103r	103r	0	AC	0	3383	3896	2925	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6j01w1ksy0m/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6j01w1ksy0m/full/1200,/0/default.jpg	3896	6357
2041	908	JJ098	220	103v	103v	0	AC	18	73	3887	4486	https://iiif.irht.cnrs.fr/iiif/ark:/63955/va84fgec0lr3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/va84fgec0lr3/full/1200,/0/default.jpg	3912	6429
2042	908	JJ098	220	103v	103v	1	AI	11	4510	3897	1785	https://iiif.irht.cnrs.fr/iiif/ark:/63955/va84fgec0lr3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/va84fgec0lr3/full/1200,/0/default.jpg	3912	6429
2043	909	JJ098	221	104r	104r	2	AF	0	90	3891	3643	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viaz4yhcafjt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viaz4yhcafjt/full/1200,/0/default.jpg	3896	6485
2044	909	JJ098	221	104r	104r	1	AI	0	3693	3892	2762	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viaz4yhcafjt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viaz4yhcafjt/full/1200,/0/default.jpg	3896	6485
2045	910	JJ098	222	104v	104v	2	AF	0	52	3771	1715	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfkqg4ie55pd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfkqg4ie55pd/full/1200,/0/default.jpg	3776	6541
2046	910	JJ098	222	104v	104v	0	AC	1	1654	3772	2842	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfkqg4ie55pd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfkqg4ie55pd/full/1200,/0/default.jpg	3776	6541
2047	910	JJ098	222	104v	104v	0	AC	0	4438	3774	1985	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfkqg4ie55pd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfkqg4ie55pd/full/1200,/0/default.jpg	3776	6541
2048	911	JJ098	223	105r	105r	0	AC	0	12	3955	3406	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v95tohu99xsj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v95tohu99xsj/full/1200,/0/default.jpg	3960	6381
2049	911	JJ098	223	105r	105r	1	AI	0	3395	3959	2852	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v95tohu99xsj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v95tohu99xsj/full/1200,/0/default.jpg	3960	6381
2050	912	JJ098	224	105v	105v	2	AF	1	53	3803	2412	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxxie9stsm9c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxxie9stsm9c/full/1200,/0/default.jpg	3808	6413
2051	912	JJ098	224	105v	105v	0	AC	1	2456	3805	1453	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxxie9stsm9c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxxie9stsm9c/full/1200,/0/default.jpg	3808	6413
2052	912	JJ098	224	105v	105v	0	AC	0	3793	3803	2493	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxxie9stsm9c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxxie9stsm9c/full/1200,/0/default.jpg	3808	6413
2053	913	JJ098	225	106r	106r	0	AC	0	76	3958	2371	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcqhu5m0v090/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcqhu5m0v090/full/1200,/0/default.jpg	3960	6381
2054	913	JJ098	225	106r	106r	0	AC	0	2416	3958	1997	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcqhu5m0v090/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcqhu5m0v090/full/1200,/0/default.jpg	3960	6381
2055	913	JJ098	225	106r	106r	1	AI	0	4378	3958	1875	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcqhu5m0v090/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcqhu5m0v090/full/1200,/0/default.jpg	3960	6381
2056	914	JJ098	226	106v	106v	2	AF	0	47	3806	1817	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuyho8qm0ajx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuyho8qm0ajx/full/1200,/0/default.jpg	3808	6413
2057	914	JJ098	226	106v	106v	0	AC	0	1842	3808	1479	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuyho8qm0ajx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuyho8qm0ajx/full/1200,/0/default.jpg	3808	6413
2058	914	JJ098	226	106v	106v	0	AC	0	3171	3807	1975	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuyho8qm0ajx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuyho8qm0ajx/full/1200,/0/default.jpg	3808	6413
2059	914	JJ098	226	106v	106v	1	AI	0	5132	3803	1145	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuyho8qm0ajx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuyho8qm0ajx/full/1200,/0/default.jpg	3808	6413
2060	915	JJ098	227	107r	107r	2	AF	0	83	3956	4143	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsy6lrz71bjr/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsy6lrz71bjr/full/1200,/0/default.jpg	3960	6381
2061	915	JJ098	227	107r	107r	1	AI	0	4079	3953	2172	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsy6lrz71bjr/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsy6lrz71bjr/full/1200,/0/default.jpg	3960	6381
2062	916	JJ098	228	107v	107v	2	AF	76	84	3727	2103	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtewferfor9n/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtewferfor9n/full/1200,/0/default.jpg	3808	6389
2063	916	JJ098	228	107v	107v	0	AC	131	2166	3666	2143	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtewferfor9n/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtewferfor9n/full/1200,/0/default.jpg	3808	6389
2064	916	JJ098	228	107v	107v	1	AI	43	4235	3765	2040	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtewferfor9n/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtewferfor9n/full/1200,/0/default.jpg	3808	6389
2065	917	JJ098	229	108r	108r	2	AF	0	56	3909	2496	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9yv0kvb4s42/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9yv0kvb4s42/full/1200,/0/default.jpg	3912	6381
2066	917	JJ098	229	108r	108r	0	AC	1	2497	3908	3779	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9yv0kvb4s42/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9yv0kvb4s42/full/1200,/0/default.jpg	3912	6381
2067	918	JJ098	230	108v	108v	0	AC	149	87	3659	2431	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzpuywvagn3v/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzpuywvagn3v/full/1200,/0/default.jpg	3808	6389
2068	918	JJ098	230	108v	108v	0	AC	58	2228	3743	4028	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzpuywvagn3v/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzpuywvagn3v/full/1200,/0/default.jpg	3808	6389
2069	919	JJ098	231	109r	109r	0	AC	1	16	3908	2590	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjiabyz38md7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjiabyz38md7/full/1200,/0/default.jpg	3912	6381
2070	919	JJ098	231	109r	109r	0	AC	1	2600	3908	3667	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjiabyz38md7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjiabyz38md7/full/1200,/0/default.jpg	3912	6381
2071	920	JJ098	232	109v	109v	0	AC	1	76	3807	6221	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhdrcow5sy5h/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhdrcow5sy5h/full/1200,/0/default.jpg	3808	6389
2072	921	JJ098	233	110r	110r	0	AC	0	73	3912	4018	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs3eoevbhrv0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs3eoevbhrv0/full/1200,/0/default.jpg	3912	6357
2073	921	JJ098	233	110r	110r	1	AI	0	4055	3912	2209	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs3eoevbhrv0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs3eoevbhrv0/full/1200,/0/default.jpg	3912	6357
2074	922	JJ098	234	110v	110v	2	AF	110	90	3694	2131	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v17z0a7nnf41/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v17z0a7nnf41/full/1200,/0/default.jpg	3808	6389
2075	922	JJ098	234	110v	110v	0	AC	97	2176	3712	1392	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v17z0a7nnf41/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v17z0a7nnf41/full/1200,/0/default.jpg	3808	6389
2076	922	JJ098	234	110v	110v	0	AC	13	3496	3795	2787	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v17z0a7nnf41/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v17z0a7nnf41/full/1200,/0/default.jpg	3808	6389
2077	923	JJ098	235	111r	111r	0	AC	0	25	3925	2603	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hp2ni1s0uv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hp2ni1s0uv/full/1200,/0/default.jpg	3928	6357
2078	923	JJ098	235	111r	111r	0	AC	1	2639	3924	3644	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hp2ni1s0uv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hp2ni1s0uv/full/1200,/0/default.jpg	3928	6357
2079	924	JJ098	236	111v	111v	0	AC	50	88	3757	3388	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfj9bur2qs4x/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfj9bur2qs4x/full/1200,/0/default.jpg	3808	6389
2080	924	JJ098	236	111v	111v	1	AI	3	3389	3805	2895	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfj9bur2qs4x/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfj9bur2qs4x/full/1200,/0/default.jpg	3808	6389
2081	925	JJ098	237	112r	112r	2	AF	0	50	3924	2081	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr58zswexxle/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr58zswexxle/full/1200,/0/default.jpg	3928	6357
2082	925	JJ098	237	112r	112r	0	AC	0	2100	3925	1872	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr58zswexxle/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr58zswexxle/full/1200,/0/default.jpg	3928	6357
2083	925	JJ098	237	112r	112r	1	AI	0	3952	3923	2320	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr58zswexxle/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr58zswexxle/full/1200,/0/default.jpg	3928	6357
2084	926	JJ098	238	112v	112v	2	AF	4	60	3863	2182	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vno15pu5kpl3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vno15pu5kpl3/full/1200,/0/default.jpg	3872	6365
2085	926	JJ098	238	112v	112v	0	AC	21	2095	3848	4191	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vno15pu5kpl3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vno15pu5kpl3/full/1200,/0/default.jpg	3872	6365
2086	927	JJ098	239	113r	113r	0	AC	1	14	3925	6218	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzwyryoj2mb8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzwyryoj2mb8/full/1200,/0/default.jpg	3928	6317
2087	928	JJ098	240	113v	113v	0	AC	0	27	1199	1205	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva0rpxoacby/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva0rpxoacby/full/1200,/0/default.jpg	1200	1973
2088	928	JJ098	240	113v	113v	0	AC	0	1133	1200	248	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva0rpxoacby/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva0rpxoacby/full/1200,/0/default.jpg	1200	1973
2089	928	JJ098	240	113v	113v	0	AC	0	1362	1200	597	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva0rpxoacby/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva0rpxoacby/full/1200,/0/default.jpg	1200	1973
2090	929	JJ098	241	114r	114r	0	AC	0	32	3897	6255	https://iiif.irht.cnrs.fr/iiif/ark:/63955/veho8m8y8by4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/veho8m8y8by4/full/1200,/0/default.jpg	3904	6317
2091	930	JJ098	242	114v	114v	1	AI	0	67	3719	6244	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9p3y96kkefv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9p3y96kkefv/full/1200,/0/default.jpg	3721	6349
2092	931	JJ098	243	115r	115r	2	AF	0	19	3899	1383	https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve7kcvup7s3o/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve7kcvup7s3o/full/1200,/0/default.jpg	3904	6301
2093	931	JJ098	243	115r	115r	0	AC	0	1366	3898	4831	https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve7kcvup7s3o/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve7kcvup7s3o/full/1200,/0/default.jpg	3904	6301
2094	932	JJ098	244	115v	115v	4	NIA	6	0	2038	2047	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgcbpaj09o9z/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgcbpaj09o9z/full/1200,/0/default.jpg	2048	2048
2095	933	JJ098	245	116r	116r	2	AF	0	20	4120	2574	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr88xstb8oqf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr88xstb8oqf/full/1200,/0/default.jpg	4120	6261
2096	933	JJ098	245	116r	116r	0	AC	0	2495	4112	3671	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr88xstb8oqf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr88xstb8oqf/full/1200,/0/default.jpg	4120	6261
2097	934	JJ098	246	116v	116v	1	AI	0	83	3859	6169	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v82b3riwv7d7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v82b3riwv7d7/full/1200,/0/default.jpg	3864	6349
2098	935	JJ098	247	117r	117r	2	AF	0	76	4120	4884	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi2i22rqcrhk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi2i22rqcrhk/full/1200,/0/default.jpg	4120	6261
2099	935	JJ098	247	117r	117r	1	AI	0	4807	4116	1362	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi2i22rqcrhk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi2i22rqcrhk/full/1200,/0/default.jpg	4120	6261
2100	936	JJ098	248	117v	117v	2	AF	0	102	3861	4282	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzedtqmhg1qi/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzedtqmhg1qi/full/1200,/0/default.jpg	3864	6349
2101	936	JJ098	248	117v	117v	1	AI	0	4250	3860	2031	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzedtqmhg1qi/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzedtqmhg1qi/full/1200,/0/default.jpg	3864	6349
2102	937	JJ098	249	118r	118r	2	AF	3	23	4093	1726	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdtawp532dl4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdtawp532dl4/full/1200,/0/default.jpg	4096	6285
2103	937	JJ098	249	118r	118r	0	AC	4	1680	4080	1770	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdtawp532dl4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdtawp532dl4/full/1200,/0/default.jpg	4096	6285
2104	937	JJ098	249	118r	118r	1	AI	3	3412	4082	2795	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdtawp532dl4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdtawp532dl4/full/1200,/0/default.jpg	4096	6285
