"annotation_id","annotator","created_at","folio_label","folio_sort_key","id","image","image_id","image_path","label","lead_time","register","updated_at","volume" 
32816,"1","2026-06-03T14:42:21.323769Z","144v",306,32816,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0av595xizad/full/1200,/0/default.jpg",3684,"Paris_Archives_Nationales_JJ166_306.jpg","[{""x"":18.345,""y"":28.385,""width"":81.63,""height"":71.29,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337},{""x"":0.615,""y"":0.215,""width"":99.25,""height"":28.45,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32817,"1","2026-06-03T14:42:21.323769Z","145r",307,32817,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vey6x8ulvcta/full/1200,/0/default.jpg",3685,"Paris_Archives_Nationales_JJ166_307.jpg","[{""x"":0.0,""y"":2.36,""width"":89.12,""height"":97.4,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1385}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32818,"1","2026-06-03T14:42:21.323769Z","145v",308,32818,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6om59amiqns/full/1200,/0/default.jpg",3686,"Paris_Archives_Nationales_JJ166_308.jpg","[{""x"":18.66,""y"":0.27,""width"":81.26,""height"":99.66,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32819,"1","2026-06-03T14:42:21.323769Z","146r",309,32819,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vls2rqkr1x5z/full/1200,/0/default.jpg",3687,"Paris_Archives_Nationales_JJ166_309.jpg","[{""x"":0.0,""y"":2.615,""width"":90.2,""height"":97.33,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1385}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32820,"1","2026-06-03T14:42:21.323769Z","146v",310,32820,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v428yn4ahfh6/full/1200,/0/default.jpg",3688,"Paris_Archives_Nationales_JJ166_310.jpg","[{""x"":14.305,""y"":55.965,""width"":85.63,""height"":42.05,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337},{""x"":16.31,""y"":0.405,""width"":83.56,""height"":56.07,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32821,"1","2026-06-03T14:42:21.323769Z","147r",311,32821,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2nfcax2xqop/full/1200,/0/default.jpg",3689,"Paris_Archives_Nationales_JJ166_311.jpg","[{""x"":0.065,""y"":1.37,""width"":99.79,""height"":46.6,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1385},{""x"":0.005,""y"":47.24,""width"":92.95,""height"":52.34,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1385}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32822,"1","2026-06-03T14:42:21.323769Z","147v",312,32822,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtfgd6hbchff/full/1200,/0/default.jpg",3690,"Paris_Archives_Nationales_JJ166_312.jpg","[{""x"":19.535,""y"":40.905,""width"":80.41,""height"":58.41,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337},{""x"":10.25,""y"":0.385,""width"":89.68,""height"":40.59,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32823,"1","2026-06-03T14:42:21.323769Z","148r",313,32823,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpe3tpk96qbt/full/1200,/0/default.jpg",3691,"Paris_Archives_Nationales_JJ166_313.jpg","[{""x"":-0.005,""y"":72.23,""width"":99.95,""height"":27.14,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1385},{""x"":0.005,""y"":1.085,""width"":96.81,""height"":71.51,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1385}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32824,"1","2026-06-03T14:42:21.323769Z","148v",314,32824,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6n34q1verou/full/1200,/0/default.jpg",3692,"Paris_Archives_Nationales_JJ166_314.jpg","[{""x"":19.425,""y"":0.34,""width"":80.51,""height"":99.24,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32825,"1","2026-06-03T14:42:21.323769Z","149r",315,32825,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v721odd5tsv8/full/1200,/0/default.jpg",3693,"Paris_Archives_Nationales_JJ166_315.jpg","[{""x"":0.005,""y"":2.225,""width"":91.25,""height"":97.37,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1385}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32826,"1","2026-06-03T14:42:21.323769Z","149v",316,32826,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwpxgy479yex/full/1200,/0/default.jpg",3694,"Paris_Archives_Nationales_JJ166_316.jpg","[{""x"":0.0,""y"":0.0,""width"":100.0,""height"":100.0,""rotation"":0,""rectanglelabels"":[""NIA""],""original_width"":1200,""original_height"":1200}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32827,"1","2026-06-03T14:42:21.323769Z","150r",317,32827,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2in3e1u2w25/full/1200,/0/default.jpg",3695,"Paris_Archives_Nationales_JJ166_317.jpg","[{""x"":0.0,""y"":0.0,""width"":100.0,""height"":100.0,""rotation"":0,""rectanglelabels"":[""NIA""],""original_width"":1200,""original_height"":1200}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32828,"1","2026-06-03T14:42:21.323769Z","150v",318,32828,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxrjbxc3slzi/full/1200,/0/default.jpg",3696,"Paris_Archives_Nationales_JJ166_318.jpg","[{""x"":1.33,""y"":0.365,""width"":98.54,""height"":60.73,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1337},{""x"":3.0,""y"":60.74,""width"":96.92,""height"":36.44,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32829,"1","2026-06-03T14:42:21.323769Z","151r",319,32829,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/viggmnql2nnl/full/1200,/0/default.jpg",3697,"Paris_Archives_Nationales_JJ166_319.jpg","[{""x"":-0.005,""y"":0.44,""width"":88.47,""height"":32.7,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1385},{""x"":-0.005,""y"":32.76,""width"":91.25,""height"":66.74,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1385}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32830,"1","2026-06-03T14:42:21.323769Z","151v",320,32830,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaqzcl28n75e/full/1200,/0/default.jpg",3698,"Paris_Archives_Nationales_JJ166_320.jpg","[{""x"":0.7,""y"":0.1,""width"":99.18,""height"":24.04,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337},{""x"":20.065,""y"":24.055,""width"":79.91,""height"":74.59,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32831,"1","2026-06-03T14:42:21.323769Z","152r",321,32831,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqgb3k4okm70/full/1200,/0/default.jpg",3699,"Paris_Archives_Nationales_JJ166_321.jpg","[{""x"":0.0,""y"":1.025,""width"":92.64,""height"":45.73,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1385},{""x"":0.005,""y"":46.38,""width"":92.15,""height"":53.0,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1385}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32832,"1","2026-06-03T14:42:21.323769Z","152v",322,32832,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3uotfrg2cqt/full/1200,/0/default.jpg",3700,"Paris_Archives_Nationales_JJ166_322.jpg","[{""x"":13.64,""y"":0.24,""width"":86.32,""height"":99.68,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32833,"1","2026-06-03T14:42:21.323769Z","153r",323,32833,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb3edb2lhhcx/full/1200,/0/default.jpg",3701,"Paris_Archives_Nationales_JJ166_323.jpg","[{""x"":0.0,""y"":1.565,""width"":89.42,""height"":98.09,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1385}]","","JJ166","2026-06-03T14:42:21.323769Z","JJ166"
32834,"1","2026-06-03T14:42:21.323769Z","153v",324,32834,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsfix42jc3m6/full/1200,/0/default.jpg",3702,"Paris_Archives_Nationales_JJ166_324.jpg","[{""x"":0.205,""y"":0.055,""width"":99.69,""height"":27.01,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337},{""x"":10.95,""y"":26.81,""width"":88.98,""height"":71.72,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32835,"1","2026-06-03T14:42:21.324770Z","154r",325,32835,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsgmjwpvni7q/full/1200,/0/default.jpg",3703,"Paris_Archives_Nationales_JJ166_325.jpg","[{""x"":-0.005,""y"":35.5,""width"":91.19,""height"":64.08,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393},{""x"":0.035,""y"":1.245,""width"":98.85,""height"":35.09,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32836,"1","2026-06-03T14:42:21.324770Z","154v",326,32836,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxk206jhihax/full/1200,/0/default.jpg",3704,"Paris_Archives_Nationales_JJ166_326.jpg","[{""x"":10.595,""y"":0.19,""width"":89.37,""height"":99.58,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32837,"1","2026-06-03T14:42:21.324770Z","155r",327,32837,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vz722re5elyu/full/1200,/0/default.jpg",3705,"Paris_Archives_Nationales_JJ166_327.jpg","[{""x"":0.005,""y"":0.54,""width"":86.67,""height"":99.22,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32838,"1","2026-06-03T14:42:21.324770Z","155v",328,32838,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8irxdegk5e5/full/1200,/0/default.jpg",3706,"Paris_Archives_Nationales_JJ166_328.jpg","[{""x"":6.865,""y"":0.14,""width"":93.11,""height"":99.46,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32839,"1","2026-06-03T14:42:21.324770Z","156r",329,32839,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8ecrwu86s7d/full/1200,/0/default.jpg",3707,"Paris_Archives_Nationales_JJ166_329.jpg","[{""x"":0,""y"":0.89,""width"":90.26,""height"":98.72,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393}]",5.764,"JJ166","2026-06-05T11:41:06.143485Z","JJ166"
32840,"1","2026-06-03T14:42:21.324770Z","156v",330,32840,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu959fjved4w/full/1200,/0/default.jpg",3708,"Paris_Archives_Nationales_JJ166_330.jpg","[{""x"":19.51,""y"":29.055,""width"":80.46,""height"":70.11,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337},{""x"":4.44,""y"":0.085,""width"":95.46,""height"":29.13,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32841,"1","2026-06-03T14:42:21.324770Z","157r",331,32841,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v429jiupx0xc/full/1200,/0/default.jpg",3709,"Paris_Archives_Nationales_JJ166_331.jpg","[{""x"":-0.005,""y"":0.19,""width"":84.67,""height"":77.3,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1393},{""x"":0.0,""y"":77.275,""width"":99.22,""height"":22.07,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32842,"1","2026-06-03T14:42:21.324770Z","157v",332,32842,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vco87xfz4tue/full/1200,/0/default.jpg",3710,"Paris_Archives_Nationales_JJ166_332.jpg","[{""x"":15.61,""y"":1.7,""width"":84.34,""height"":98.08,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32843,"1","2026-06-03T14:42:21.324770Z","158r",333,32843,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy4uh08v44z6/full/1200,/0/default.jpg",3711,"Paris_Archives_Nationales_JJ166_333.jpg","[{""x"":0.005,""y"":0.385,""width"":84.89,""height"":99.21,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1393}]",48.684,"JJ166","2026-06-05T08:20:00.646757Z","JJ166"
32844,"1","2026-06-03T14:42:21.324770Z","158v",334,32844,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vejp98ma5znu/full/1200,/0/default.jpg",3712,"Paris_Archives_Nationales_JJ166_334.jpg","[{""x"":17.965,""y"":1.24,""width"":82.03,""height"":98.28,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32845,"1","2026-06-03T14:42:21.324770Z","159r",335,32845,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8urntwhnbgs/full/1200,/0/default.jpg",3713,"Paris_Archives_Nationales_JJ166_335.jpg","[{""x"":0.005,""y"":20.85,""width"":86.11,""height"":78.38,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1393},{""x"":0.0,""y"":0.07,""width"":99.5,""height"":20.78,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.324770Z","JJ166"
32846,"1","2026-06-03T14:42:21.328771Z","159v",336,32846,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5xsetwjt2xc/full/1200,/0/default.jpg",3714,"Paris_Archives_Nationales_JJ166_336.jpg","[{""x"":12.53,""y"":1.96,""width"":87.42,""height"":97.88,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32847,"1","2026-06-03T14:42:21.328771Z","160r",337,32847,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs7lfhre4lmy/full/1200,/0/default.jpg",3715,"Paris_Archives_Nationales_JJ166_337.jpg","[{""x"":0.01,""y"":38.81,""width"":84.64,""height"":60.46,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393},{""x"":0.005,""y"":0.285,""width"":84.71,""height"":39.17,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32848,"1","2026-06-03T14:42:21.328771Z","160v",338,32848,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdas9sgk88q6/full/1200,/0/default.jpg",3716,"Paris_Archives_Nationales_JJ166_338.jpg","[{""x"":17.77,""y"":0.99,""width"":82.18,""height"":98.88,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32849,"1","2026-06-03T14:42:21.328771Z","161r",339,32849,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v14zxns0l5ts/full/1200,/0/default.jpg",3717,"Paris_Archives_Nationales_JJ166_339.jpg","[{""x"":0.005,""y"":50.56,""width"":84.89,""height"":47.98,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393},{""x"":-0.005,""y"":0.24,""width"":85.11,""height"":50.48,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32850,"1","2026-06-03T14:42:21.328771Z","161v",340,32850,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq8ahmf39egk/full/1200,/0/default.jpg",3718,"Paris_Archives_Nationales_JJ166_340.jpg","[{""x"":5.82,""y"":0.905,""width"":94.1,""height"":98.73,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32851,"1","2026-06-03T14:42:21.328771Z","162r",341,32851,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6pcnakw1qx5/full/1200,/0/default.jpg",3719,"Paris_Archives_Nationales_JJ166_341.jpg","[{""x"":0.005,""y"":1.025,""width"":84.85,""height"":97.93,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32852,"1","2026-06-03T14:42:21.328771Z","162v",342,32852,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vputhvfno8dw/full/1200,/0/default.jpg",3720,"Paris_Archives_Nationales_JJ166_342.jpg","[{""x"":1.925,""y"":1.475,""width"":98.03,""height"":98.27,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32853,"1","2026-06-03T14:42:21.328771Z","163r",343,32853,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vivjxysbeci4/full/1200,/0/default.jpg",3721,"Paris_Archives_Nationales_JJ166_343.jpg","[{""x"":0,""y"":0.345,""width"":84.96,""height"":98.97,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1393}]",8.473,"JJ166","2026-06-05T08:20:12.183087Z","JJ166"
32854,"1","2026-06-03T14:42:21.328771Z","163v",344,32854,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo5f91gzzlou/full/1200,/0/default.jpg",3722,"Paris_Archives_Nationales_JJ166_344.jpg","[{""x"":2.17,""y"":2.485,""width"":97.76,""height"":96.87,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32855,"1","2026-06-03T14:42:21.328771Z","164r",345,32855,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf6pute27bl2/full/1200,/0/default.jpg",3723,"Paris_Archives_Nationales_JJ166_345.jpg","[{""x"":0.0,""y"":0.525,""width"":84.72,""height"":98.29,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32856,"1","2026-06-03T14:42:21.328771Z","164v",346,32856,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuj0nue0djpj/full/1200,/0/default.jpg",3724,"Paris_Archives_Nationales_JJ166_346.jpg","[{""x"":5.095,""y"":28.515,""width"":94.77,""height"":70.89,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1337},{""x"":0.39,""y"":1.045,""width"":99.5,""height"":32.69,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32857,"1","2026-06-03T14:42:21.328771Z","165r",347,32857,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyylexk0meft/full/1200,/0/default.jpg",3725,"Paris_Archives_Nationales_JJ166_347.jpg","[{""x"":0.06,""y"":0.495,""width"":85.86,""height"":98.73,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32858,"1","2026-06-03T14:42:21.328771Z","165v",348,32858,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4amidtuyvph/full/1200,/0/default.jpg",3726,"Paris_Archives_Nationales_JJ166_348.jpg","[{""x"":12.21,""y"":1.15,""width"":87.7,""height"":98.66,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32859,"1","2026-06-03T14:42:21.328771Z","166r",349,32859,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwdcbdqu39s2/full/1200,/0/default.jpg",3727,"Paris_Archives_Nationales_JJ166_349.jpg","[{""x"":0.035,""y"":0.17,""width"":90.43,""height"":78.26,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1393},{""x"":-0.005,""y"":79.8,""width"":99.87,""height"":18.6,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32860,"1","2026-06-03T14:42:21.328771Z","166v",350,32860,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv6zf6mumfyw/full/1200,/0/default.jpg",3728,"Paris_Archives_Nationales_JJ166_350.jpg","[{""x"":10.41,""y"":2.465,""width"":89.52,""height"":97.07,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.328771Z","JJ166"
32861,"1","2026-06-03T14:42:21.329771Z","167r",351,32861,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2havc8r1qoe/full/1200,/0/default.jpg",3729,"Paris_Archives_Nationales_JJ166_351.jpg","[{""x"":0.0,""y"":0.235,""width"":85.28,""height"":61.21,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1393},{""x"":0.0,""y"":61.345,""width"":84.54,""height"":38.33,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
32862,"1","2026-06-03T14:42:21.329771Z","167v",352,32862,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2zsttw2lyys/full/1200,/0/default.jpg",3730,"Paris_Archives_Nationales_JJ166_352.jpg","[{""x"":11.28,""y"":3.045,""width"":88.68,""height"":96.63,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
32863,"1","2026-06-03T14:42:21.329771Z","168r",353,32863,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vydyk8l06i2o/full/1200,/0/default.jpg",3731,"Paris_Archives_Nationales_JJ166_353.jpg","[{""x"":0.105,""y"":0.645,""width"":87.83,""height"":99.25,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
32864,"1","2026-06-03T14:42:21.329771Z","168v",354,32864,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsy01q1regud/full/1200,/0/default.jpg",3732,"Paris_Archives_Nationales_JJ166_354.jpg","[{""x"":0.7,""y"":3.76,""width"":99.3,""height"":95.88,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
32865,"1","2026-06-03T14:42:21.329771Z","169r",355,32865,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9n65qs3pk23/full/1200,/0/default.jpg",3733,"Paris_Archives_Nationales_JJ166_355.jpg","[{""x"":0.08,""y"":1.885,""width"":93.94,""height"":97.59,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
32866,"1","2026-06-03T14:42:21.329771Z","169v",356,32866,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjmb4minp6fn/full/1200,/0/default.jpg",3734,"Paris_Archives_Nationales_JJ166_356.jpg","[{""x"":9.1,""y"":4.17,""width"":90.9,""height"":94.92,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
32867,"1","2026-06-03T14:42:21.329771Z","170r",357,32867,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hd88rp35zr/full/1200,/0/default.jpg",3735,"Paris_Archives_Nationales_JJ166_357.jpg","[{""x"":0.065,""y"":0.515,""width"":98.83,""height"":29.03,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1393},{""x"":0.0,""y"":29.58,""width"":84.92,""height"":70.08,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
32868,"1","2026-06-03T14:42:21.329771Z","170v",358,32868,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb4i487oaa7x/full/1200,/0/default.jpg",3736,"Paris_Archives_Nationales_JJ166_358.jpg","[{""x"":6.515,""y"":52.745,""width"":93.45,""height"":47.11,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337},{""x"":13.14,""y"":1.475,""width"":86.78,""height"":51.43,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
32869,"1","2026-06-03T14:42:21.329771Z","171r",359,32869,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlcj3z9afwhw/full/1200,/0/default.jpg",3737,"Paris_Archives_Nationales_JJ166_359.jpg","[{""x"":0.005,""y"":52.48,""width"":88.47,""height"":46.3,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1393},{""x"":0.39,""y"":0.22,""width"":99.56,""height"":52.34,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1393}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
32870,"1","2026-06-03T14:42:21.329771Z","171v",360,32870,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaq41f86ezij/full/1200,/0/default.jpg",3738,"Paris_Archives_Nationales_JJ166_360.jpg","[{""x"":1.43,""y"":0.79,""width"":98.5,""height"":58.62,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1337},{""x"":1.765,""y"":59.295,""width"":98.23,""height"":40.63,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1337}]","","JJ166","2026-06-03T14:42:21.329771Z","JJ166"
