zone_id	image_id	register	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	url_image_full	image_filename	image_width_px	image_height_px
3157	1810	JJ206	JJ206	184	81v	81v	2	AF	0	5	3495	1387	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vunkmkvo8dfo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_184.jpg	3501	4080
3158	1810	JJ206	JJ206	184	81v	81v	1	AI	0	1398	3497	2667	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vunkmkvo8dfo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_184.jpg	3501	4080
3159	1811	JJ206	JJ206	185	82r	82r	2	AF	0	8	3552	1897	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvhiukukvzav/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_185.jpg	3558	4146
3160	1811	JJ206	JJ206	185	82r	82r	1	AI	0	1913	3554	2216	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvhiukukvzav/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_185.jpg	3558	4146
3161	1812	JJ206	JJ206	186	82v	82v	3	AM	8	3	3566	4079	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vasb71v9jz47/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_186.jpg	3579	4086
3162	1813	JJ206	JJ206	187	83r	83r	2	AF	9	3	3518	2929	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjrrfgztwooe/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_187.jpg	3531	4107
3163	1813	JJ206	JJ206	187	83r	83r	1	AI	6	2926	3522	1177	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjrrfgztwooe/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_187.jpg	3531	4107
3164	1814	JJ206	JJ206	188	83v	83v	2	AF	4	4	3614	1252	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6iz03uzepa6/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_188.jpg	3621	4131
3165	1814	JJ206	JJ206	188	83v	83v	0	AC	40	1262	3577	1372	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6iz03uzepa6/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_188.jpg	3621	4131
3166	1814	JJ206	JJ206	188	83v	83v	1	AI	26	2638	3592	1423	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6iz03uzepa6/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_188.jpg	3621	4131
3167	1815	JJ206	JJ206	189	84r	84r	2	AF	2	3	3536	1161	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0i7vrqvwyeo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_189.jpg	3540	4107
3168	1815	JJ206	JJ206	189	84r	84r	0	AC	5	1165	3532	1406	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0i7vrqvwyeo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_189.jpg	3540	4107
3169	1815	JJ206	JJ206	189	84r	84r	1	AI	5	2573	3533	1525	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0i7vrqvwyeo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_189.jpg	3540	4107
3170	1816	JJ206	JJ206	190	84v	84v	2	AF	7	6	3614	1682	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpu4on0cceiv/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_190.jpg	3624	4134
3171	1816	JJ206	JJ206	190	84v	84v	0	AC	26	1699	3596	2403	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpu4on0cceiv/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_190.jpg	3624	4134
3172	1816	JJ206	JJ206	190	84v	84v	1	AI	40	1701	3582	2359	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpu4on0cceiv/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_190.jpg	3624	4134
3173	1817	JJ206	JJ206	191	85r	85r	0	AC	0	6	3506	1728	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdjz7jdxtjxb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_191.jpg	3510	4113
3174	1817	JJ206	JJ206	191	85r	85r	0	AC	1	1746	3504	1168	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdjz7jdxtjxb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_191.jpg	3510	4113
3175	1817	JJ206	JJ206	191	85r	85r	1	AI	3	2912	3502	1197	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdjz7jdxtjxb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_191.jpg	3510	4113
3176	1818	JJ206	JJ206	192	85v	85v	2	AF	2	15	3591	1683	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrt3io0g3o5x/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_192.jpg	3597	4134
3177	1818	JJ206	JJ206	192	85v	85v	0	AC	17	1705	3578	2425	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrt3io0g3o5x/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_192.jpg	3597	4134
3178	1819	JJ206	JJ206	193	86r	86r	0	AC	13	5	3540	1587	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsuls6x7psk9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_193.jpg	3558	4116
3179	1819	JJ206	JJ206	193	86r	86r	0	AC	4	1596	3548	1207	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsuls6x7psk9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_193.jpg	3558	4116
3180	1819	JJ206	JJ206	193	86r	86r	0	AC	9	2811	3543	1299	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsuls6x7psk9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_193.jpg	3558	4116
3181	1820	JJ206	JJ206	194	86v	86v	2	AF	7	15	3612	1391	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrss5plonxgg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_194.jpg	3624	4113
3182	1820	JJ206	JJ206	194	86v	86v	0	AC	68	1410	3554	1231	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrss5plonxgg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_194.jpg	3624	4113
3183	1820	JJ206	JJ206	194	86v	86v	1	AI	55	2644	3566	1437	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrss5plonxgg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_194.jpg	3624	4113
3184	1821	JJ206	JJ206	195	87r	87r	2	AF	0	3	3532	1195	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1y51f8qk6jf/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_195.jpg	3534	4077
3185	1821	JJ206	JJ206	195	87r	87r	0	AC	3	1200	3527	1391	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1y51f8qk6jf/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_195.jpg	3534	4077
3186	1821	JJ206	JJ206	195	87r	87r	1	AI	5	2595	3526	1479	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1y51f8qk6jf/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_195.jpg	3534	4077
3187	1822	JJ206	JJ206	196	87v	87v	2	AF	27	3	3595	856	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsblpjbi3kav/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_196.jpg	3624	4113
3188	1822	JJ206	JJ206	196	87v	87v	0	AC	87	864	3533	1623	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsblpjbi3kav/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_196.jpg	3624	4113
3189	1822	JJ206	JJ206	196	87v	87v	1	AI	14	2486	3609	1539	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsblpjbi3kav/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_196.jpg	3624	4113
3190	1823	JJ206	JJ206	197	88r	88r	2	AF	0	3	3490	998	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcfly48wkpyj/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_197.jpg	3492	4077
3191	1823	JJ206	JJ206	197	88r	88r	0	AC	0	1004	3488	1417	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcfly48wkpyj/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_197.jpg	3492	4077
3192	1823	JJ206	JJ206	197	88r	88r	1	AI	10	2416	3480	1655	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcfly48wkpyj/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_197.jpg	3492	4077
3193	1824	JJ206	JJ206	198	88v	88v	2	AF	27	7	3595	797	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuzy3qj99y2l/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_198.jpg	3624	4113
3194	1824	JJ206	JJ206	198	88v	88v	0	AC	49	811	3572	1627	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuzy3qj99y2l/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_198.jpg	3624	4113
3195	1824	JJ206	JJ206	198	88v	88v	0	AC	22	2440	3600	1601	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuzy3qj99y2l/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_198.jpg	3624	4113
3196	1825	JJ206	JJ206	199	89r	89r	0	AC	0	9	3517	2079	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkr4wa8gl4t0/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_199.jpg	3522	4095
3197	1825	JJ206	JJ206	199	89r	89r	0	AC	0	2096	3516	1993	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkr4wa8gl4t0/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_199.jpg	3522	4095
3198	1826	JJ206	JJ206	200	89v	89v	0	AC	11	6	3610	1574	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vps5xpqnn9hn/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_200.jpg	3624	4113
3199	1826	JJ206	JJ206	200	89v	89v	0	AC	114	1582	3507	2494	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vps5xpqnn9hn/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_200.jpg	3624	4113
3200	1827	JJ206	JJ206	201	90r	90r	0	AC	2	8	3471	1942	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8kdsumrw7bo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_201.jpg	3474	4086
3201	1827	JJ206	JJ206	201	90r	90r	0	AC	2	1955	3470	943	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8kdsumrw7bo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_201.jpg	3474	4086
3202	1827	JJ206	JJ206	201	90r	90r	1	AI	2	2900	3471	1184	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8kdsumrw7bo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_201.jpg	3474	4086
3203	1828	JJ206	JJ206	202	90v	90v	2	AF	10	10	3604	1689	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc8zkokoildb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_202.jpg	3621	4113
3204	1828	JJ206	JJ206	202	90v	90v	0	AC	27	1704	3588	2381	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc8zkokoildb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_202.jpg	3621	4113
3205	1829	JJ206	JJ206	203	91r	91r	0	AC	20	5	3505	1144	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrb0hynrgaz1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_203.jpg	3528	4065
3206	1829	JJ206	JJ206	203	91r	91r	0	AC	4	1155	3518	1269	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrb0hynrgaz1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_203.jpg	3528	4065
3207	1829	JJ206	JJ206	203	91r	91r	1	AI	4	2422	3519	1640	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrb0hynrgaz1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_203.jpg	3528	4065
3208	1830	JJ206	JJ206	204	91v	91v	2	AF	8	17	3606	1630	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnrvaisiuhu2/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_204.jpg	3621	4113
3209	1830	JJ206	JJ206	204	91v	91v	0	AC	9	1649	3607	2460	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnrvaisiuhu2/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_204.jpg	3621	4113
3210	1831	JJ206	JJ206	205	92r	92r	0	AC	0	4	3497	2244	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgfr13anhlet/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_205.jpg	3501	4056
3211	1831	JJ206	JJ206	205	92r	92r	1	AI	0	2251	3494	1802	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgfr13anhlet/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_205.jpg	3501	4056
3212	1832	JJ206	JJ206	206	92v	92v	2	AF	5	22	3618	999	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlws9n8jm97e/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_206.jpg	3624	4113
3213	1832	JJ206	JJ206	206	92v	92v	0	AC	0	1025	3624	1214	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlws9n8jm97e/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_206.jpg	3624	4113
3214	1832	JJ206	JJ206	206	92v	92v	0	AC	0	2246	3622	1849	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlws9n8jm97e/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_206.jpg	3624	4113
3215	1833	JJ206	JJ206	207	93r	93r	2	AF	0	2	3475	1043	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5ixy0sfvuwb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_207.jpg	3480	4077
3216	1833	JJ206	JJ206	207	93r	93r	0	AC	0	1047	3475	1635	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5ixy0sfvuwb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_207.jpg	3480	4077
3217	1833	JJ206	JJ206	207	93r	93r	1	AI	2	2682	3473	1393	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5ixy0sfvuwb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_207.jpg	3480	4077
3218	1834	JJ206	JJ206	208	93v	93v	2	AF	5	8	3593	1135	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmyexmwj1q5x/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_208.jpg	3603	4101
3219	1834	JJ206	JJ206	208	93v	93v	0	AC	0	1143	3599	2952	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmyexmwj1q5x/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_208.jpg	3603	4101
3220	1835	JJ206	JJ206	209	94r	94r	0	AC	0	3	3499	2297	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viekry716l7o/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_209.jpg	3501	4068
3221	1835	JJ206	JJ206	209	94r	94r	0	AC	7	2300	3488	702	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viekry716l7o/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_209.jpg	3501	4068
3222	1835	JJ206	JJ206	209	94r	94r	1	AI	7	3001	3493	1064	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viekry716l7o/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_209.jpg	3501	4068
3223	1836	JJ206	JJ206	210	94v	94v	2	AF	12	0	3586	784	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi5palk5ivsg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_210.jpg	3603	4101
3224	1836	JJ206	JJ206	210	94v	94v	0	AC	12	792	3587	609	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi5palk5ivsg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_210.jpg	3603	4101
3225	1836	JJ206	JJ206	210	94v	94v	1	AI	3	1401	3597	2675	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi5palk5ivsg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_210.jpg	3603	4101
3226	1837	JJ206	JJ206	211	95r	95r	2	AF	13	2	3471	807	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaq3794xe1gt/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_211.jpg	3486	4059
3227	1837	JJ206	JJ206	211	95r	95r	0	AC	0	809	3484	1125	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaq3794xe1gt/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_211.jpg	3486	4059
3228	1837	JJ206	JJ206	211	95r	95r	1	AI	0	1949	3485	2107	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaq3794xe1gt/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_211.jpg	3486	4059
3229	1838	JJ206	JJ206	212	95v	95v	2	AF	12	2	3586	798	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm8rt9xfglym/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_212.jpg	3603	4101
3230	1838	JJ206	JJ206	212	95v	95v	0	AC	0	800	3599	1356	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm8rt9xfglym/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_212.jpg	3603	4101
3231	1838	JJ206	JJ206	212	95v	95v	1	AI	9	2169	3590	1908	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm8rt9xfglym/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_212.jpg	3603	4101
3232	1839	JJ206	JJ206	213	96r	96r	0	AC	2	2	3487	1272	https://iiif.irht.cnrs.fr/iiif/ark:/63955/va97vfpr862y/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_213.jpg	3492	4077
3233	1839	JJ206	JJ206	213	96r	96r	0	AC	0	1278	3487	1608	https://iiif.irht.cnrs.fr/iiif/ark:/63955/va97vfpr862y/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_213.jpg	3492	4077
3234	1839	JJ206	JJ206	213	96r	96r	1	AI	6	2885	3483	1174	https://iiif.irht.cnrs.fr/iiif/ark:/63955/va97vfpr862y/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_213.jpg	3492	4077
3235	1840	JJ206	JJ206	214	96v	96v	2	AF	0	4	3601	1351	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9a7e8mgof2w/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_214.jpg	3603	4104
3236	1840	JJ206	JJ206	214	96v	96v	0	AC	1	1360	3600	900	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9a7e8mgof2w/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_214.jpg	3603	4104
3237	1840	JJ206	JJ206	214	96v	96v	0	AC	4	2263	3598	1821	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9a7e8mgof2w/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_214.jpg	3603	4104
3238	1841	JJ206	JJ206	215	97r	97r	0	AC	0	4	3722	1813	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6w63bmpa80j/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_215.jpg	3723	4128
3239	1841	JJ206	JJ206	215	97r	97r	0	AC	7	1819	3715	2287	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6w63bmpa80j/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_215.jpg	3723	4128
3240	1842	JJ206	JJ206	216	97v	97v	0	AC	0	3	3576	2242	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgwy5o6cq5m1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_216.jpg	3579	4044
3241	1842	JJ206	JJ206	216	97v	97v	1	AI	5	2256	3571	1777	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgwy5o6cq5m1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_216.jpg	3579	4044
3242	1843	JJ206	JJ206	217	98r	98r	2	AF	2	4	3636	727	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc09ygydjvkg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_217.jpg	3645	4092
3243	1843	JJ206	JJ206	217	98r	98r	0	AC	0	725	3639	1150	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc09ygydjvkg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_217.jpg	3645	4092
3244	1843	JJ206	JJ206	217	98r	98r	1	AI	0	1879	3642	2203	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc09ygydjvkg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_217.jpg	3645	4092
3245	1844	JJ206	JJ206	218	98v	98v	0	AC	2	1	3596	1811	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1orod2xeldb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_218.jpg	3603	4053
3246	1844	JJ206	JJ206	218	98v	98v	1	AI	10	1811	3592	2206	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1orod2xeldb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_218.jpg	3603	4053
3247	1845	JJ206	JJ206	219	99r	99r	2	AF	4	1	3578	1365	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkjzrwqwir9j/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_219.jpg	3588	4113
3248	1845	JJ206	JJ206	219	99r	99r	0	AC	0	1366	3585	2726	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkjzrwqwir9j/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_219.jpg	3588	4113
3249	1846	JJ206	JJ206	220	99v	99v	0	AC	2	1	3651	1856	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v180zlju6zwu/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_220.jpg	3654	4053
3250	1846	JJ206	JJ206	220	99v	99v	0	AC	8	1861	3645	2180	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v180zlju6zwu/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_220.jpg	3654	4053
3251	1847	JJ206	JJ206	221	100r	100r	0	AC	3	4	3604	1620	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl8timfwx0f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_221.jpg	3612	4104
3252	1847	JJ206	JJ206	221	100r	100r	0	AC	1	1627	3608	1017	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl8timfwx0f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_221.jpg	3612	4104
3253	1847	JJ206	JJ206	221	100r	100r	1	AI	0	2644	3607	1394	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl8timfwx0f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_221.jpg	3612	4104
3254	1848	JJ206	JJ206	222	100v	100v	2	AF	0	0	3647	755	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxrbnoufxdg5/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_222.jpg	3651	4053
3255	1848	JJ206	JJ206	222	100v	100v	0	AC	0	754	3646	1799	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxrbnoufxdg5/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_222.jpg	3651	4053
3256	1848	JJ206	JJ206	222	100v	100v	1	AI	0	2563	3647	1445	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxrbnoufxdg5/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_222.jpg	3651	4053
3257	1849	JJ206	JJ206	223	101r	101r	2	AF	0	3	3602	1178	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdfrxaxx7sps/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_223.jpg	3606	4116
3258	1849	JJ206	JJ206	223	101r	101r	0	AC	0	1187	3601	1508	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdfrxaxx7sps/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_223.jpg	3606	4116
3259	1849	JJ206	JJ206	223	101r	101r	1	AI	0	2699	3602	1365	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdfrxaxx7sps/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_223.jpg	3606	4116
3260	1850	JJ206	JJ206	224	101v	101v	2	AF	20	58	3630	1526	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0iany6lymip/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_224.jpg	3651	4101
3261	1850	JJ206	JJ206	224	101v	101v	0	AC	10	1593	3640	1307	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0iany6lymip/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_224.jpg	3651	4101
3262	1850	JJ206	JJ206	224	101v	101v	0	AC	16	2899	3634	1200	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0iany6lymip/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_224.jpg	3651	4101
3263	1851	JJ206	JJ206	225	102r	102r	0	AC	2	2	3572	2017	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy6etlb61hkh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_225.jpg	3576	4095
3264	1851	JJ206	JJ206	225	102r	102r	1	AI	3	2024	3570	2038	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy6etlb61hkh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_225.jpg	3576	4095
3265	1852	JJ206	JJ206	226	102v	102v	0	AC	0	9	3647	1449	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8ir6fyy4ryn/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_226.jpg	3654	4101
3266	1852	JJ206	JJ206	226	102v	102v	0	AC	8	1458	3644	1298	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8ir6fyy4ryn/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_226.jpg	3654	4101
3267	1852	JJ206	JJ206	226	102v	102v	1	AI	22	2753	3629	1340	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8ir6fyy4ryn/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_226.jpg	3654	4101
3268	1853	JJ206	JJ206	227	103r	103r	2	AF	0	1	3560	1176	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1ml87kvpauw/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_227.jpg	3564	4101
3269	1853	JJ206	JJ206	227	103r	103r	0	AC	1	1183	3559	1668	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1ml87kvpauw/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_227.jpg	3564	4101
3270	1853	JJ206	JJ206	227	103r	103r	1	AI	4	2852	3557	1188	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1ml87kvpauw/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_227.jpg	3564	4101
3271	1854	JJ206	JJ206	228	103v	103v	2	AF	5	9	3643	1514	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vonh0uihfzqx/full/full/0/default.jpg	Paris_Archives_Nationales_JJ206_228.jpg	3654	4104
